control_number,donated,amount_donated,months_since_origin,donor_age,in_house,urbanicity,ses,cluster_code,home_owner,donor_gender,income_group,published_phone,overlay_source,mor_hit_rate,wealth_rating,median_home_value,median_household_income,pct_owner_occupied,per_capita_income,pct_attribute1,pct_attribute2,pct_attribute3,pct_attribute4,pep_star,recent_star_status,recency_status_96nk,frequency_status_97nk,recent_response_prop,recent_avg_gift_amt,recent_card_response_prop,recent_avg_card_gift_amt,recent_response_count,recent_card_response_count,months_since_last_prom_resp,lifetime_card_prom,lifetime_prom,lifetime_gift_amount,lifetime_gift_count,lifetime_avg_gift_amt,lifetime_gift_range,lifetime_max_gift_amt,lifetime_min_gift_amt,last_gift_amt,card_prom_12,number_prom_12,months_since_last_gift,months_since_first_gift,file_avg_gift,file_card_gift
166332,0,0.0,137,52,0,4,1,2,1,0,5,1,1,0,6,1324,254,45,9702,0,38,19,39,1,1,5,4,0.33299999999999996,8.86,0.3,8.0,7,3,18,32,79,167.0,25,6.68,7.0,10.0,3.0,10.0,6,14,18,119,6.68,14
166337,1,15.0,29,43,0,2,1,13,0,1,7,0,2,0,9,5813,1221,95,60492,0,37,45,49,0,0,4,1,0.0,0.0,0.0,0.0,0,0,18,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,3,8,23,23,15.0,0
166350,1,25.0,53,45,0,2,1,13,1,0,5,1,2,0,9,3333,690,78,37495,0,25,27,53,1,0,0,3,0.158,30.0,0.222,32.5,3,2,18,18,44,125.0,6,20.83,35.0,40.0,5.0,40.0,6,14,18,52,20.83,4
166353,0,0.0,53,76,0,2,1,13,0,2,6,0,2,0,9,5725,1186,97,58597,0,33,6,48,1,0,0,3,0.21100000000000002,21.25,0.444,21.25,4,4,20,16,42,101.0,6,16.83,20.0,25.0,5.0,25.0,6,13,20,53,16.83,5
166356,0,0.0,65,86,0,2,1,13,1,0,5,0,1,0,6,5813,1221,95,60492,0,37,45,49,0,0,0,2,0.25,21.0,0.273,20.0,5,3,19,22,53,239.0,16,14.94,21.0,25.0,4.0,20.0,6,14,18,65,14.94,5
166364,0,0.0,89,60,0,4,2,4,0,1,6,0,2,0,1,1700,122,5,12214,1,21,43,25,0,0,0,1,0.053,30.0,0.111,30.0,1,1,21,24,56,115.0,5,23.0,15.0,30.0,15.0,30.0,6,13,21,78,23.0,4
166375,1,11.0,137,68,0,2,1,11,0,0,7,0,2,0,8,3373,546,53,32474,0,18,19,29,0,0,0,2,0.15,10.67,0.0,0.0,3,0,18,28,66,77.0,11,7.0,9.0,12.0,3.0,12.0,6,13,18,122,7.0,4
166390,0,0.0,89,47,0,4,4,10,1,1,5,0,1,0,0,0,112,0,14891,0,31,16,47,1,0,0,1,0.063,25.0,0.0,0.0,1,0,18,21,59,209.0,16,13.06,20.0,25.0,5.0,25.0,6,13,18,81,13.06,6
166396,0,0.0,17,66,0,4,1,3,0,0,5,1,0,1,6,2135,308,43,14238,0,19,13,43,0,0,2,1,0.14300000000000002,15.0,0.33299999999999996,15.0,1,1,20,6,14,15.0,1,15.0,0.0,15.0,15.0,15.0,3,8,20,20,15.0,1
166413,1,9.0,137,76,0,4,1,3,0,0,7,0,0,0,9,3895,518,69,39056,0,26,29,42,1,0,0,3,0.16699999999999998,7.67,0.429,7.67,3,3,16,27,67,66.0,13,5.08,7.0,9.0,2.0,9.0,5,13,16,127,5.08,10
166416,1,20.0,17,44,0,4,2,7,0,1,4,0,0,1,6,1394,242,37,11177,0,30,37,48,0,0,2,1,0.2,20.0,0.0,0.0,1,0,16,6,14,20.0,1,20.0,0.0,20.0,20.0,20.0,5,12,16,16,20.0,0
166437,0,0.0,137,74,0,4,1,2,0,0,4,0,0,1,6,1669,373,84,13965,0,26,39,38,1,1,5,3,0.231,10.67,0.0,0.0,3,0,15,17,40,79.0,11,7.18,7.0,12.0,5.0,10.0,4,8,15,129,7.18,7
166461,0,0.0,41,56,0,0,1,22,1,0,2,1,1,1,9,1827,254,47,15064,0,12,19,81,0,0,0,2,0.15,15.0,0.222,15.0,3,2,20,13,30,45.0,3,15.0,10.0,20.0,10.0,20.0,6,12,20,36,15.0,2
166466,0,0.0,65,34,0,4,1,1,1,1,5,0,1,0,1,1823,228,26,13397,0,10,0,99,0,0,0,2,0.16699999999999998,15.67,0.25,16.0,3,2,16,17,46,63.0,5,12.6,12.0,17.0,5.0,17.0,6,13,16,64,12.6,4
166474,0,0.0,29,64,0,0,2,25,1,0,2,0,1,0,9,0,74,1,9487,0,18,33,24,0,0,0,1,0.071,20.0,0.14300000000000002,20.0,1,1,28,11,26,45.0,2,22.5,5.0,25.0,20.0,25.0,6,12,25,28,22.5,1
166475,1,10.0,41,55,0,0,1,22,1,2,1,0,1,0,9,949,264,53,12784,0,9,0,29,0,0,0,1,0.055999999999999994,20.0,0.0,0.0,1,0,26,12,27,25.0,2,12.5,15.0,20.0,5.0,20.0,4,9,26,39,12.5,1
166485,1,45.0,77,53,0,4,1,3,0,1,5,1,2,0,4,1823,271,41,15867,0,23,35,42,0,0,0,2,0.111,43.5,0.125,37.0,2,1,18,18,50,125.0,6,20.83,45.0,50.0,5.0,50.0,6,13,18,69,20.83,3
166496,0,0.0,77,85,0,4,1,3,0,0,4,0,2,0,5,2182,318,40,16378,0,19,32,23,1,1,5,4,0.35,12.43,0.545,13.0,7,6,16,24,59,154.0,16,9.63,12.0,15.0,3.0,10.0,6,15,16,76,9.63,9
166504,0,0.0,17,73,0,4,1,2,0,0,6,1,2,0,6,3260,565,84,28124,0,21,17,41,0,0,2,1,0.16699999999999998,20.0,0.33299999999999996,20.0,1,1,21,6,14,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,21,21,20.0,1
166507,0,0.0,29,57,0,2,1,13,0,2,6,0,0,0,9,3244,583,88,33868,0,26,18,47,0,0,0,1,0.154,10.0,0.2,5.0,2,1,19,8,21,20.0,2,10.0,10.0,15.0,5.0,15.0,4,10,19,33,10.0,1
166508,1,20.0,53,52,0,4,1,3,0,1,4,1,1,1,8,2901,459,72,25733,0,12,10,90,0,0,0,1,0.125,15.5,0.0,0.0,2,0,17,14,34,41.0,3,13.67,10.0,20.0,10.0,20.0,6,12,17,50,13.67,1
166510,0,0.0,65,60,0,4,1,2,1,0,5,0,1,0,9,3711,727,88,35717,0,30,27,41,0,0,0,3,0.23800000000000002,18.2,0.3,17.0,5,3,18,20,50,142.0,8,17.75,6.0,21.0,15.0,21.0,6,14,18,56,17.75,4
166511,0,0.0,77,65,0,4,1,2,1,1,5,0,1,0,8,2709,413,77,21735,0,19,0,14,0,0,0,3,0.22699999999999998,10.8,0.455,10.8,5,5,16,23,59,96.0,13,7.38,13.0,15.0,2.0,10.0,6,14,16,77,7.38,8
166521,1,27.0,65,50,0,2,1,13,0,0,6,0,0,0,9,3422,638,75,33068,0,17,11,64,0,0,0,2,0.1,20.0,0.222,20.0,2,2,24,19,46,91.0,5,18.2,15.0,25.0,10.0,25.0,6,13,18,56,18.2,3
166523,0,0.0,89,85,0,2,1,13,0,1,6,0,2,0,9,3686,671,84,29181,0,22,22,39,1,4,0,1,0.22699999999999998,18.0,0.364,18.25,5,4,24,25,65,260.0,19,13.68,13.0,19.0,6.0,19.0,6,12,24,80,13.68,11
166528,0,0.0,137,77,0,2,1,11,1,0,5,0,1,0,9,5578,783,91,32478,0,22,14,74,1,11,0,2,0.125,11.0,0.0,0.0,2,0,19,30,76,209.0,19,11.0,22.0,25.0,3.0,12.0,6,13,19,128,11.0,8
166529,0,0.0,137,65,0,2,1,13,0,1,6,0,0,22,9,3709,668,86,34248,0,24,9,52,0,0,0,2,0.095,50.0,0.1,50.0,2,1,22,34,70,200.0,7,28.57,45.0,50.0,5.0,50.0,6,13,22,121,28.57,6
166544,0,0.0,17,64,0,0,3,30,1,1,2,0,1,0,9,691,105,26,5083,0,0,0,0,0,0,4,2,0.14300000000000002,53.0,0.33299999999999996,53.0,1,1,21,7,18,78.0,2,39.0,28.0,53.0,25.0,25.0,5,12,16,21,39.0,1
166546,0,0.0,29,59,0,2,1,11,0,1,7,0,0,26,9,2698,505,70,29888,0,36,13,44,0,0,4,1,0.1,20.0,0.25,20.0,1,1,24,6,16,20.0,1,20.0,0.0,20.0,20.0,20.0,3,7,24,24,20.0,1
166558,0,0.0,29,57,0,2,1,11,1,0,5,0,1,0,9,1900,444,65,22644,0,29,37,24,0,0,4,1,0.0,0.0,0.0,0.0,0,0,18,5,13,20.0,1,20.0,0.0,20.0,20.0,20.0,3,8,23,23,20.0,0
166568,0,0.0,65,50,0,2,2,20,0,1,5,1,0,5,4,1497,338,58,14318,0,42,51,14,0,0,0,1,0.05,15.0,0.1,15.0,1,1,25,16,38,72.0,7,10.29,10.0,15.0,5.0,15.0,5,10,25,60,10.29,1
166578,0,0.0,125,73,0,2,2,20,0,0,5,0,0,0,4,1497,338,58,14318,0,42,51,14,0,0,0,1,0.11800000000000001,13.0,0.25,13.0,2,2,23,28,64,117.0,12,9.75,10.0,15.0,5.0,15.0,5,11,23,123,9.75,7
166583,0,0.0,17,57,0,2,2,20,1,0,5,0,1,0,9,2051,570,88,16295,0,19,35,10,0,0,2,1,0.2,20.0,0.5,20.0,1,1,16,6,16,20.0,1,20.0,0.0,20.0,20.0,20.0,5,14,16,16,20.0,1
166600,0,0.0,65,60,0,4,1,2,0,0,3,0,2,0,7,1406,502,67,15323,0,26,16,0,0,0,0,1,0.133,13.0,0.0,0.0,2,0,20,15,39,36.0,4,9.0,11.0,16.0,5.0,16.0,6,12,20,56,9.0,0
166606,1,50.0,113,63,0,4,1,2,0,0,3,1,2,0,6,1778,411,65,18236,0,27,28,27,1,0,0,1,0.091,50.0,0.182,50.0,2,2,16,29,69,355.0,9,39.44,35.0,50.0,15.0,50.0,6,13,16,102,39.44,7
166624,0,0.0,113,54,0,2,1,12,0,0,4,1,0,27,9,1651,373,74,16368,0,35,39,27,1,1,5,2,0.11800000000000001,25.0,0.14300000000000002,25.0,2,1,15,24,63,128.0,9,14.22,22.0,25.0,3.0,25.0,5,12,15,113,14.22,7
166639,0,0.0,29,76,0,2,1,11,0,0,5,0,0,1,9,1754,601,93,26697,3,17,25,0,0,0,4,1,0.0,0.0,0.0,0.0,0,0,18,6,16,25.0,1,25.0,0.0,25.0,25.0,25.0,4,10,22,22,25.0,0
166651,1,20.0,53,47,0,0,2,26,0,0,3,0,2,0,4,1333,220,53,14312,0,28,10,56,0,0,0,1,0.105,20.0,0.222,20.0,2,2,16,18,43,60.0,4,15.0,10.0,20.0,10.0,20.0,6,15,16,51,15.0,4
166677,0,0.0,29,35,0,0,1,22,1,1,5,1,2,0,9,3294,325,26,22392,0,17,35,50,0,0,4,3,0.25,8.0,0.2,7.0,3,1,15,9,22,29.0,4,7.25,5.0,10.0,5.0,7.0,6,12,15,27,7.25,1
166687,0,0.0,53,47,0,0,1,24,1,0,3,0,1,0,9,2181,325,36,13451,0,7,38,41,0,0,0,1,0.0,0.0,0.0,0.0,0,0,18,21,47,120.0,4,30.0,40.0,50.0,10.0,50.0,6,14,18,52,30.0,1
166705,0,0.0,29,57,0,2,1,13,1,1,5,0,1,0,9,2232,472,69,22617,2,21,59,4,1,0,0,4,0.308,7.75,0.33299999999999996,6.5,4,2,18,10,27,35.0,5,7.0,6.0,10.0,4.0,10.0,6,14,18,29,7.0,2
166711,1,45.0,41,62,0,2,2,20,0,0,4,1,0,2,7,675,344,95,23719,0,38,20,39,1,0,0,4,0.25,26.2,0.33299999999999996,23.33,5,3,17,15,37,136.0,6,22.67,41.0,46.0,5.0,46.0,6,13,17,44,22.67,4
166735,0,0.0,137,53,0,2,1,13,0,0,5,0,2,0,8,3140,565,88,24536,0,35,21,45,1,1,5,3,0.15,31.67,0.2,32.5,3,2,17,31,79,391.0,21,18.62,30.0,35.0,5.0,35.0,6,14,17,122,18.62,15
166738,0,0.0,29,85,0,0,1,23,1,1,7,0,0,22,9,2713,358,32,31686,2,32,11,62,0,0,4,2,0.182,17.5,0.2,10.0,2,1,18,9,21,35.0,2,17.5,15.0,25.0,10.0,25.0,6,13,18,24,17.5,1
166742,1,12.0,65,61,0,0,1,24,0,0,4,1,2,0,9,4705,839,94,41201,1,46,19,43,1,1,5,4,0.222,13.0,0.375,12.67,4,3,16,18,53,106.0,11,9.64,9.0,14.0,5.0,10.0,6,15,15,64,9.64,7
166747,0,0.0,137,80,0,0,1,24,1,1,2,0,1,0,9,4705,839,94,41201,1,46,19,43,1,0,0,1,0.053,23.0,0.0,0.0,1,0,19,30,65,170.0,10,17.0,17.0,25.0,8.0,23.0,6,13,19,122,17.0,7
166752,0,0.0,41,53,0,2,1,13,0,1,5,0,2,0,9,1885,323,21,13130,0,36,30,31,0,0,0,1,0.125,14.0,0.28600000000000003,14.0,2,2,24,10,24,28.0,2,14.0,8.0,18.0,10.0,18.0,4,10,24,33,14.0,2
166758,0,0.0,29,51,0,2,1,11,1,0,6,0,2,0,9,5789,849,63,60267,0,36,23,38,0,0,4,3,0.3,11.67,0.4,12.5,3,2,19,9,22,35.0,3,11.67,5.0,15.0,10.0,10.0,6,13,19,24,11.67,2
166760,0,0.0,29,82,0,0,1,24,1,1,2,1,1,0,9,4411,549,60,46520,0,32,45,38,0,0,0,2,0.222,12.0,0.222,12.5,4,2,18,13,28,48.0,4,12.0,15.0,20.0,5.0,13.0,6,12,18,33,12.0,2
166770,1,5.0,89,58,0,1,1,42,1,0,2,0,1,0,8,2419,364,73,23128,1,37,37,37,0,0,0,1,0.11800000000000001,12.5,0.28600000000000003,12.5,2,2,24,20,51,69.0,7,9.86,10.0,15.0,5.0,15.0,5,10,24,81,9.86,4
166787,0,0.0,137,64,0,0,1,24,0,2,6,0,2,0,8,3492,616,88,25803,0,36,30,28,1,1,5,2,0.11800000000000001,11.0,0.14300000000000002,12.0,2,1,15,29,77,301.0,22,13.68,20.0,25.0,5.0,12.0,5,12,15,126,13.68,13
166792,0,0.0,17,57,0,2,2,17,1,1,5,0,1,0,9,1862,283,61,15730,0,25,38,37,0,0,2,1,0.25,15.0,0.5,15.0,1,1,15,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,4,11,15,15,15.0,1
166794,0,0.0,17,57,0,2,2,17,1,0,5,0,1,0,9,1355,401,33,16499,0,31,52,3,0,0,2,1,0.14300000000000002,15.0,0.0,0.0,1,0,20,6,15,15.0,1,15.0,0.0,15.0,15.0,15.0,4,10,20,20,15.0,0
166796,0,0.0,29,38,0,2,2,17,0,1,5,1,0,1,9,2023,461,84,17759,0,15,26,49,0,0,4,2,0.2,13.0,0.4,13.0,2,2,21,9,21,26.0,2,13.0,6.0,16.0,10.0,16.0,6,12,21,24,13.0,2
166812,0,0.0,77,52,0,2,2,18,0,0,4,0,1,0,6,1654,408,61,15074,2,26,67,13,1,0,0,4,0.273,12.5,0.273,10.67,6,3,18,22,57,135.0,13,10.38,15.0,20.0,5.0,12.0,6,13,18,68,10.38,6
166818,0,0.0,101,84,0,2,2,16,0,1,2,0,2,0,1,1625,241,91,10392,0,25,47,25,1,1,5,2,0.188,14.67,0.125,10.0,3,1,23,21,53,222.0,19,11.68,13.0,18.0,5.0,10.0,4,8,23,99,11.68,9
166832,0,0.0,113,70,0,2,1,11,0,0,5,1,0,12,7,3020,417,62,23764,0,34,23,38,0,0,0,1,0.11800000000000001,15.0,0.125,15.0,2,1,18,25,59,97.0,10,9.7,10.0,15.0,5.0,15.0,5,12,18,103,9.7,4
166837,0,0.0,89,47,0,2,2,20,0,0,5,0,0,0,4,2921,338,67,14441,0,38,32,30,1,1,5,2,0.1,12.5,0.1,10.0,2,1,24,24,61,116.0,11,10.55,10.0,15.0,5.0,10.0,6,11,24,81,10.55,8
166850,0,0.0,65,37,0,1,1,42,1,2,2,0,1,0,2,2426,348,55,22212,4,23,36,34,0,0,0,4,0.19,8.75,0.3,8.33,4,3,18,19,46,89.0,10,8.9,10.0,15.0,5.0,10.0,6,13,18,56,8.9,6
166864,1,25.0,29,77,0,2,1,13,0,0,6,1,2,0,9,5222,799,85,40664,0,33,17,35,0,0,0,1,0.11800000000000001,15.0,0.28600000000000003,15.0,2,2,20,10,27,30.0,2,15.0,10.0,20.0,10.0,20.0,4,10,20,33,15.0,2
166866,1,12.5,41,57,0,2,1,15,0,0,6,1,1,0,9,3921,754,89,33998,0,36,38,42,0,0,0,4,0.3,10.5,0.222,11.0,6,2,18,14,38,80.0,8,10.0,7.0,12.0,5.0,10.0,6,15,18,40,10.0,3
166870,1,14.0,41,57,0,2,1,11,1,0,5,0,1,0,9,3700,444,56,31003,0,17,15,32,0,0,0,2,0.16699999999999998,13.33,0.25,12.0,3,2,18,14,33,50.0,4,12.5,6.0,16.0,10.0,16.0,6,12,18,43,12.5,2
166886,0,0.0,101,79,0,0,1,23,1,0,2,1,1,0,9,4176,395,49,36623,0,32,18,37,0,0,0,1,0.071,20.0,0.16699999999999998,20.0,1,1,23,19,52,70.0,6,11.67,15.0,20.0,5.0,20.0,4,10,23,93,11.67,4
166891,1,10.0,137,68,0,2,1,11,0,1,7,1,1,8,9,4244,613,78,31903,0,29,47,31,1,1,5,2,0.15,9.33,0.222,10.0,3,2,17,30,70,103.0,14,7.36,5.0,10.0,5.0,10.0,6,13,17,110,7.36,11
166899,1,35.0,65,61,0,2,2,17,0,0,4,0,2,0,3,2153,320,25,15000,0,29,41,26,0,0,2,1,0.095,30.0,0.1,25.0,2,1,18,24,62,135.0,6,22.5,25.0,35.0,10.0,25.0,7,17,18,64,22.5,3
166902,0,0.0,29,59,0,3,1,35,0,1,6,0,0,3,8,2505,537,84,20257,0,36,38,42,1,0,0,2,0.214,18.33,0.429,18.33,3,3,20,11,26,55.0,3,18.33,15.0,25.0,10.0,25.0,6,13,20,29,18.33,3
166906,1,5.0,41,57,0,2,2,17,1,0,5,0,1,0,9,2153,320,25,15000,0,29,41,26,0,0,0,3,0.21100000000000002,8.0,0.125,9.0,4,1,15,12,29,35.0,5,7.0,7.0,10.0,3.0,8.0,5,12,15,38,7.0,2
166927,1,20.0,41,68,0,2,1,11,0,1,7,0,2,0,8,2763,465,57,22975,1,32,37,32,0,0,0,1,0.067,20.0,0.0,0.0,1,0,18,11,32,40.0,2,20.0,0.0,20.0,20.0,20.0,3,10,18,44,20.0,0
166937,1,10.0,101,78,0,2,1,15,0,1,6,0,0,1,6,2098,417,51,20544,0,23,46,28,0,0,0,1,0.091,20.0,0.182,20.0,2,2,19,27,63,132.0,12,11.0,15.0,20.0,5.0,20.0,6,13,19,90,11.0,7
166949,0,0.0,29,57,0,2,3,21,1,0,5,0,1,0,9,2856,562,82,23545,0,0,0,0,0,0,4,1,0.1,20.0,0.25,20.0,1,1,24,6,15,20.0,1,20.0,0.0,20.0,20.0,20.0,3,7,24,24,20.0,1
166960,0,0.0,65,61,0,3,2,40,0,0,2,0,2,0,3,1188,307,35,12284,54,17,34,32,0,0,0,1,0.1,15.0,0.1,15.0,2,1,21,20,49,79.0,7,11.29,10.0,15.0,5.0,15.0,6,12,21,65,11.29,4
166971,0,0.0,29,72,0,2,2,20,1,0,5,0,1,0,9,2921,338,67,14441,0,38,32,30,0,0,0,1,0.14300000000000002,13.0,0.33299999999999996,13.0,2,2,24,9,22,26.0,2,13.0,6.0,16.0,10.0,16.0,4,9,24,30,13.0,2
166990,0,0.0,137,84,0,3,1,34,0,0,5,1,0,30,4,3060,383,61,15444,0,35,14,41,1,7,0,1,0.1,14.0,0.222,14.0,2,2,23,31,68,170.0,13,13.08,14.0,19.0,5.0,16.0,6,12,23,126,13.08,10
167003,0,0.0,29,77,0,0,1,24,0,0,5,0,2,0,9,2023,461,84,17759,0,30,45,24,0,0,0,3,0.294,6.4,0.25,6.0,5,2,18,12,27,32.0,5,6.4,5.0,10.0,5.0,10.0,6,12,18,33,6.4,2
167010,0,0.0,53,49,0,0,2,27,1,0,6,0,2,0,9,1086,279,83,15038,1,35,29,46,0,0,1,1,0.133,12.0,0.0,0.0,2,0,15,11,37,36.0,4,9.0,10.0,15.0,5.0,15.0,3,10,15,53,9.0,1
167017,0,0.0,89,46,0,0,2,27,0,1,5,0,2,0,5,1702,410,81,16176,4,28,35,57,0,0,0,1,0.053,21.0,0.0,0.0,1,0,18,23,57,111.0,7,15.86,14.0,21.0,7.0,21.0,6,13,18,81,15.86,2
167029,0,0.0,137,50,0,2,1,11,1,0,5,0,1,0,9,5873,1500,91,87052,1,28,24,36,0,0,0,1,0.105,37.5,0.0,0.0,2,0,18,29,65,156.0,6,26.0,34.0,50.0,16.0,50.0,6,13,18,97,26.0,2
167039,1,5.0,41,57,0,2,1,13,1,2,5,0,1,0,9,3201,497,84,19656,2,30,39,33,1,0,0,4,0.35,5.57,0.5,5.6,7,5,20,15,34,50.0,10,5.0,4.0,7.0,3.0,3.0,6,12,18,42,5.0,6
167054,0,0.0,137,57,0,2,1,13,1,0,3,1,1,0,7,559,302,46,12051,2,38,35,31,1,5,0,1,0.1,12.5,0.0,0.0,2,0,25,31,75,113.0,28,4.04,13.0,15.0,2.0,15.0,6,13,25,130,4.04,15
167060,0,0.0,29,76,0,2,1,15,0,1,6,1,0,21,9,5525,648,45,49887,1,31,40,30,0,0,4,1,0.091,35.0,0.2,35.0,1,1,24,9,20,35.0,1,35.0,0.0,35.0,35.0,35.0,6,11,24,24,35.0,1
167066,0,0.0,77,56,0,2,1,15,1,0,1,0,2,0,2,2584,286,30,18403,0,25,37,27,1,1,5,3,0.22699999999999998,9.4,0.273,9.33,5,3,22,24,54,107.0,15,7.13,7.0,10.0,3.0,10.0,6,12,22,86,7.13,7
167076,0,0.0,101,59,0,1,1,42,0,0,6,0,2,0,9,2891,418,60,23173,0,34,33,24,1,0,0,2,0.381,13.0,0.455,12.2,8,5,13,41,103,298.0,24,12.42,22.0,25.0,3.0,25.0,12,25,5,93,12.42,13
167093,0,0.0,29,68,0,2,1,14,0,1,7,1,0,1,9,3518,550,85,20915,0,35,42,25,0,0,0,1,0.154,13.0,0.0,0.0,2,0,19,9,21,26.0,2,13.0,6.0,16.0,10.0,16.0,4,10,19,28,13.0,0
167098,0,0.0,89,57,0,2,1,11,0,0,4,1,0,2,7,3223,487,74,22177,0,30,38,45,0,0,0,1,0.0,0.0,0.0,0.0,0,0,18,23,60,113.0,8,14.13,37.0,40.0,3.0,40.0,6,12,25,79,14.13,2
167100,1,10.0,113,80,0,2,1,11,0,1,3,0,0,31,7,3223,487,74,22177,0,30,38,45,1,1,5,3,0.25,8.75,0.5,8.75,4,4,18,18,46,116.0,18,6.44,5.0,10.0,5.0,10.0,4,8,18,103,6.44,13
167121,0,0.0,17,51,0,3,1,34,0,1,7,0,0,0,8,2041,446,73,19950,0,25,41,24,0,0,2,1,0.14300000000000002,20.0,0.0,0.0,1,0,20,6,14,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,20,20,20.0,0
167134,0,0.0,17,60,0,4,2,5,1,1,5,0,1,0,6,2369,393,70,18489,0,27,9,27,0,0,2,1,0.2,50.0,0.0,0.0,1,0,16,6,14,50.0,1,50.0,0.0,50.0,50.0,50.0,5,12,16,16,50.0,0
167138,1,30.0,17,44,0,4,1,3,0,0,5,0,0,4,6,2125,375,48,21196,0,20,48,16,0,0,2,1,0.14300000000000002,20.0,0.33299999999999996,20.0,1,1,21,6,15,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,21,21,20.0,1
167139,0,0.0,17,60,0,4,3,9,1,1,5,0,1,0,6,0,263,1,20193,0,24,0,0,0,0,2,1,0.14300000000000002,20.0,0.33299999999999996,20.0,1,1,21,6,15,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,21,21,20.0,1
167149,1,20.0,41,52,0,4,1,2,0,1,6,1,0,2,8,2961,664,90,23204,0,28,25,20,0,0,1,1,0.067,20.0,0.0,0.0,1,0,15,11,30,44.0,3,14.67,10.0,20.0,10.0,20.0,3,9,15,44,14.67,2
167165,1,16.0,65,62,0,4,1,3,0,0,5,1,0,5,5,2600,345,43,18743,0,22,12,21,0,0,0,2,0.158,14.33,0.375,14.33,3,3,20,15,43,55.0,5,11.0,12.0,17.0,5.0,17.0,6,12,20,57,11.0,5
167166,0,0.0,65,40,0,4,1,2,0,1,7,1,0,1,7,3003,533,62,19360,0,32,25,22,1,1,5,4,0.526,14.5,0.6,14.83,10,6,15,19,49,164.0,14,11.71,22.0,25.0,3.0,20.0,6,15,15,56,11.71,9
167194,0,0.0,137,60,0,4,1,1,1,0,5,0,1,0,5,3034,404,43,19965,1,21,41,17,1,19,0,1,0.053,20.0,0.111,20.0,1,1,18,30,74,175.0,13,13.46,15.0,20.0,5.0,20.0,6,13,18,120,13.46,7
167202,1,15.0,29,86,0,2,1,11,0,0,5,1,1,3,9,2907,420,59,18195,0,42,17,48,1,0,0,2,0.214,9.0,0.33299999999999996,9.0,3,2,19,10,23,27.0,3,9.0,12.0,15.0,3.0,9.0,6,12,19,29,9.0,2
167215,0,0.0,101,69,0,2,1,15,0,1,5,1,0,33,3,2643,309,45,16728,0,25,35,44,1,1,5,4,0.33299999999999996,10.67,0.5,11.2,6,5,18,26,68,203.0,17,11.94,8.0,16.0,8.0,8.0,6,14,18,92,11.94,10
167221,0,0.0,137,56,0,3,2,40,1,0,2,0,2,0,3,632,324,91,12620,0,35,56,20,1,1,5,3,0.28600000000000003,5.83,0.1,9.0,6,1,15,31,75,143.0,27,5.3,6.0,9.0,3.0,5.0,5,12,15,122,5.3,10
167253,0,0.0,65,27,0,4,1,3,1,0,5,0,1,0,8,4048,565,52,27495,0,28,36,35,0,0,0,2,0.136,15.0,0.182,15.0,3,2,24,19,45,67.0,6,11.17,10.0,15.0,5.0,15.0,6,12,24,56,11.17,2
167256,0,0.0,65,60,0,2,1,14,0,0,6,0,0,0,9,5638,1073,87,43544,0,23,45,19,0,0,0,1,0.05,50.0,0.111,50.0,1,1,25,16,40,80.0,3,26.67,45.0,50.0,5.0,50.0,6,11,25,63,26.67,2
167258,0,0.0,77,65,0,4,1,3,0,0,3,1,0,0,6,2312,516,69,40937,2,14,33,35,0,0,0,1,0.11800000000000001,28.0,0.0,0.0,2,0,18,19,50,101.0,4,25.25,9.0,29.0,20.0,29.0,6,13,18,76,25.25,2
167265,0,0.0,101,36,0,4,1,3,0,1,5,0,0,2,9,4514,676,64,29993,3,31,17,59,0,0,0,1,0.067,30.0,0.14300000000000002,30.0,1,1,21,23,57,87.0,5,17.4,25.0,30.0,5.0,30.0,6,13,21,99,17.4,4
167272,0,0.0,137,81,0,4,1,3,0,0,3,1,0,4,6,3512,457,23,21007,0,16,37,31,1,1,5,4,0.35,10.0,0.4,10.0,7,4,16,31,75,177.0,20,8.85,12.0,15.0,3.0,10.0,6,16,16,126,8.85,12
167275,0,0.0,137,69,0,2,1,14,0,1,6,1,0,13,9,4555,807,88,28120,0,25,20,28,1,0,0,1,0.105,26.0,0.0,0.0,2,0,18,30,69,197.0,11,17.91,17.0,27.0,10.0,27.0,6,13,18,128,17.91,7
167315,0,0.0,77,66,0,0,1,24,0,0,6,0,1,12,8,2340,437,68,18904,0,35,9,49,0,0,0,1,0.111,22.5,0.222,22.5,2,2,22,21,53,95.0,5,19.0,15.0,25.0,10.0,20.0,6,12,22,76,19.0,3
167317,0,0.0,89,77,0,0,3,31,1,0,2,0,1,0,1,1703,206,24,8046,0,17,75,25,1,1,5,3,0.23800000000000002,10.2,0.2,10.0,5,2,18,25,58,122.0,16,7.63,10.0,12.0,2.0,10.0,6,13,18,80,7.63,7
167318,0,0.0,89,61,0,3,1,35,1,1,5,0,1,0,8,2985,568,89,21824,0,27,50,14,1,1,5,2,0.2,22.0,0.182,17.5,4,2,18,24,64,274.0,10,27.4,20.0,35.0,15.0,25.0,6,13,18,89,27.4,6
