,amount_donated,control_number,months_since_origin,donor_age,in_house,urbanicity,ses,cluster_code,home_owner,donor_gender,income_group,published_phone,overlay_source,mor_hit_rate,wealth_rating,median_home_value,median_household_income,pct_owner_occupied,per_capita_income,pct_attribute1,pct_attribute2,pct_attribute3,pct_attribute4,pep_star,recent_star_status,recency_status_96nk,frequency_status_97nk,recent_response_prop,recent_avg_gift_amt,recent_card_response_prop,recent_avg_card_gift_amt,recent_response_count,recent_card_response_count,months_since_last_prom_resp,lifetime_card_prom,lifetime_prom,lifetime_gift_amount,lifetime_gift_count,lifetime_avg_gift_amt,lifetime_gift_range,lifetime_max_gift_amt,lifetime_min_gift_amt,last_gift_amt,card_prom_12,number_prom_12,months_since_last_gift,months_since_first_gift,file_avg_gift,file_card_gift
14680,0.0,147010,77,41.0,0,U,2,06,H,F,5.0,0,P,0,5.0,2074,453,77,17789,0,36,54,10,0,0,A,1,0.077,20.0,0.0,0.0,1,0,26.0,15,43,54.0,5,10.8,15.0,20.0,5.0,20.0,4,9,26,76,10.8,2
14681,0.0,147021,125,67.0,0,U,2,07,H,F,5.0,1,B,3,4.0,1613,367,49,15039,0,31,62,12,1,1,S,2,0.14300000000000002,15.0,0.0,0.0,3,0,19.0,31,71,164.0,17,9.65,10.0,15.0,5.0,15.0,6,13,19,122,9.65,9
14682,0.0,147031,29,54.0,0,U,2,07,U,M,2.0,1,B,1,5.0,1481,305,36,10585,3,32,37,8,0,0,N,1,0.091,36.23,0.2,36.23,1,1,24.0,9,20,36.23,1,36.23,0.0,36.23,36.23,36.23,6,11,24,24,36.23,1
14683,10.0,147045,77,60.0,0,U,1,02,H,F,7.0,1,B,12,5.0,1989,526,87,19716,0,29,21,15,1,1,S,3,0.263,9.6,0.222,9.5,5,2,15.0,21,55,79.0,10,7.9,6.0,11.0,5.0,10.0,6,13,15,76,7.9,4
14684,0.0,147047,89,60.0,0,U,3,08,U,F,5.0,1,M,0,0.0,5463,415,43,44342,0,15,32,0,1,1,S,4,0.47100000000000003,6.38,0.7,6.29,8,7,20.0,25,58,132.0,22,6.0,4.0,7.0,3.0,6.0,6,10,20,85,6.0,15
14685,0.0,147050,113,69.0,0,U,2,07,H,M,4.0,1,B,14,4.0,1113,268,69,12464,0,19,9,13,1,1,S,4,0.25,4.8,0.222,5.0,5,2,18.0,26,61,65.0,14,4.64,4.0,6.0,2.0,5.0,6,12,18,104,4.64,7
14686,0.0,147096,101,81.0,0,U,1,03,H,F,7.0,0,P,0,4.0,2540,379,59,21820,0,37,52,27,1,0,A,2,0.19,31.25,0.273,33.33,4,3,20.0,28,66,251.0,12,20.92,40.0,50.0,10.0,25.0,5,10,20,93,20.92,8
14687,0.0,147116,29,57.0,0,U,1,02,H,F,2.0,1,B,10,5.0,2246,461,87,18652,0,38,18,76,0,0,A,1,0.16699999999999998,12.5,0.4,12.5,2,2,19.0,8,20,25.0,2,12.5,15.0,20.0,5.0,20.0,4,10,19,28,12.5,2
14688,0.0,147119,41,73.0,0,C,1,24,H,F,5.0,0,B,31,5.0,3124,428,66,19266,0,25,15,16,1,0,A,4,0.23800000000000002,7.6,0.4,7.5,5,4,18.0,14,33,43.0,6,7.17,5.0,10.0,5.0,8.0,6,13,18,36,7.17,4
14689,0.0,147133,65,59.0,0,U,1,02,H,F,5.0,0,P,0,3.0,2245,328,85,14125,0,52,16,38,0,0,A,2,0.111,25.0,0.25,25.0,2,2,20.0,17,43,80.0,4,20.0,20.0,30.0,10.0,20.0,6,13,20,56,20.0,3
14690,0.0,147162,137,58.0,0,U,1,02,H,F,4.0,1,B,6,8.0,2398,523,89,25287,0,33,15,52,1,1,S,4,0.23800000000000002,12.6,0.273,12.67,5,3,17.0,33,82,232.0,19,12.21,15.0,20.0,5.0,13.0,6,14,17,124,12.21,13
14691,0.0,147165,137,60.0,0,U,1,02,U,F,5.0,0,M,0,6.0,2182,438,78,19105,0,33,18,29,1,0,A,1,0.071,25.0,0.0,0.0,1,0,18.0,29,73,444.0,24,18.5,20.0,30.0,10.0,25.0,4,8,18,129,18.5,13
14692,0.0,147167,137,78.0,0,U,1,02,H,F,6.0,1,B,2,6.0,2131,454,61,19752,0,38,18,76,1,0,A,2,0.158,10.67,0.25,11.0,3,2,16.0,29,67,102.0,11,9.27,7.0,12.0,5.0,10.0,5,13,16,119,9.27,7
14693,0.0,147169,137,75.0,0,U,1,02,H,M,1.0,1,B,13,5.0,3457,625,96,25206,0,42,12,39,1,1,S,2,0.125,10.0,0.28600000000000003,10.0,2,2,16.0,27,67,83.0,21,3.95,8.0,10.0,2.0,10.0,6,14,16,124,3.95,15
14694,0.0,147174,29,60.0,0,U,4,10,U,M,5.0,0,M,0,5.0,2210,370,44,17741,0,0,0,0,0,0,N,1,0.1,15.0,0.25,15.0,1,1,24.0,6,17,15.0,1,15.0,0.0,15.0,15.0,15.0,3,8,24,24,15.0,1
14695,7.0,147175,29,60.0,0,U,4,10,U,M,5.0,0,M,0,5.0,2074,495,86,20386,0,0,0,0,0,0,A,3,0.16699999999999998,5.5,0.4,5.5,2,2,15.0,8,25,26.0,4,6.5,7.0,10.0,3.0,8.0,4,10,15,29,6.5,2
14696,10.0,147190,41,49.0,0,U,3,08,U,F,2.0,0,P,0,5.0,1545,305,54,10242,8,20,30,25,1,3,A,1,0.14300000000000002,16.67,0.2,20.0,3,2,28.0,15,35,130.0,8,16.25,10.0,20.0,10.0,20.0,5,10,26,41,16.25,3
14697,15.0,147197,77,65.0,0,U,3,09,U,M,5.0,1,M,0,1.0,2048,243,52,15111,0,38,31,44,1,1,S,4,0.526,12.6,0.636,13.29,10,7,21.0,23,58,340.0,29,11.72,11.0,16.0,5.0,5.0,6,14,18,69,11.72,14
14698,0.0,147206,17,60.0,0,U,3,09,U,F,5.0,0,M,0,5.0,2188,133,10,5851,1,15,10,31,0,0,N,2,0.25,12.5,0.5,12.5,2,2,16.0,8,18,25.0,2,12.5,5.0,15.0,10.0,15.0,6,12,16,21,12.5,2
14699,0.0,147260,89,31.0,0,U,1,01,H,M,5.0,0,P,0,6.0,2429,377,15,19094,5,26,20,39,1,0,A,1,0.053,20.0,0.0,0.0,1,0,26.0,20,56,120.0,9,13.33,15.0,20.0,5.0,20.0,4,9,26,87,13.33,4
14700,0.0,147270,113,66.0,0,U,1,03,U,M,5.0,0,M,0,9.0,5392,461,86,54329,0,43,12,79,1,0,A,1,0.091,25.0,0.091,25.0,2,1,17.0,30,64,130.0,8,16.25,15.0,25.0,10.0,25.0,6,13,17,112,16.25,4
14701,0.0,147271,113,39.0,0,U,1,02,H,F,7.0,0,B,4,5.0,2514,537,89,19444,0,48,42,48,1,1,S,2,0.105,10.5,0.2,10.5,2,2,21.0,28,65,96.0,13,7.38,8.0,11.0,3.0,10.0,6,13,21,113,7.38,7
14702,15.0,147305,65,45.0,0,S,1,13,H,M,7.0,0,P,0,7.0,2741,618,91,21986,0,30,11,64,0,0,A,2,0.111,15.0,0.0,0.0,2,0,19.0,15,41,62.0,5,12.4,6.0,16.0,10.0,16.0,6,12,19,55,12.4,2
14703,0.0,147313,89,71.0,0,S,1,12,H,F,6.0,1,P,0,9.0,3091,583,86,22119,0,48,55,28,0,0,A,3,0.23800000000000002,10.6,0.455,10.6,5,5,17.0,23,56,106.0,11,9.64,17.0,20.0,3.0,11.0,6,14,17,87,9.64,8
14704,0.0,147316,101,44.0,0,S,2,18,H,F,6.0,0,P,0,7.0,1821,415,87,14049,0,27,48,12,0,0,A,1,0.095,15.0,0.2,15.0,2,2,24.0,24,60,95.0,8,11.88,17.0,20.0,3.0,15.0,6,12,24,93,11.88,5
14705,0.0,147320,113,68.0,0,S,2,18,H,F,5.0,1,B,11,3.0,1760,382,74,14010,0,21,57,3,0,0,A,2,0.11800000000000001,16.0,0.14300000000000002,17.0,2,1,15.0,23,57,74.0,6,12.33,7.0,17.0,10.0,17.0,5,12,15,113,12.33,2
14706,0.0,147330,137,74.0,0,S,1,12,H,U,7.0,1,B,19,6.0,2010,473,82,20276,0,32,37,14,1,1,S,2,0.182,26.0,0.182,27.5,4,2,16.0,33,77,270.02,14,19.29,29.98,32.0,2.02,32.0,6,14,16,124,19.29,9
14707,0.0,147334,113,66.0,0,S,1,11,H,M,6.0,0,P,0,5.0,2205,348,56,14951,0,29,34,19,1,1,S,2,0.19,8.5,0.364,8.5,4,4,25.0,30,77,290.0,38,7.63,41.0,43.0,2.0,10.0,6,12,25,113,7.63,18
14708,0.0,147347,29,40.0,0,S,1,13,U,F,5.0,0,M,0,5.0,2395,277,42,16986,0,32,18,46,0,0,A,2,0.14300000000000002,20.0,0.0,0.0,2,0,18.0,11,25,50.0,3,16.67,10.0,20.0,10.0,20.0,6,13,18,28,16.67,0
14709,0.0,147357,41,53.0,0,S,1,12,H,F,4.0,0,B,2,5.0,4085,658,87,26608,0,26,20,24,1,0,A,4,0.267,9.0,0.125,10.0,4,1,15.0,13,28,51.0,7,7.29,5.0,10.0,5.0,10.0,5,8,15,45,7.29,3
14710,0.0,147362,65,27.0,0,U,1,02,H,M,5.0,0,B,14,7.0,1568,404,70,17887,0,35,32,55,0,0,A,1,0.067,30.0,0.0,0.0,1,0,18.0,13,38,55.0,3,18.33,25.0,30.0,5.0,30.0,6,13,18,63,18.33,1
14711,0.0,147382,113,68.0,0,S,1,13,U,M,5.0,0,M,0,9.0,5368,981,93,37770,0,28,15,50,1,1,S,3,0.182,23.75,0.182,25.0,4,2,15.0,31,78,329.0,19,17.32,20.0,25.0,5.0,25.0,6,14,15,113,17.32,10
14712,0.0,147386,137,52.0,0,S,1,12,H,F,5.0,0,B,0,8.0,4457,496,74,22899,0,40,15,42,1,0,A,1,0.0,0.0,0.0,0.0,0,0,18.0,31,69,141.0,9,15.67,15.0,25.0,10.0,25.0,6,13,18,128,15.67,5
14713,0.0,147391,29,60.0,0,C,1,23,U,F,3.0,0,M,0,5.0,1058,286,87,21636,0,50,0,99,1,0,A,3,0.33299999999999996,6.25,0.2,10.0,4,1,15.0,11,31,30.0,5,6.0,5.0,10.0,5.0,5.0,7,19,8,28,6.0,1
14714,38.0,147406,113,69.0,0,U,1,01,U,M,5.0,0,M,0,5.0,5209,1054,89,52654,0,27,18,58,1,3,L,2,0.136,28.67,0.182,27.5,3,2,26.0,45,119,526.0,17,30.94,50.0,60.0,10.0,25.0,10,21,18,105,30.94,12
14715,0.0,147430,137,54.0,0,U,1,02,U,U,5.0,0,P,0,6.0,2738,480,65,18006,0,28,13,57,1,6,A,1,0.05,13.0,0.1,13.0,1,1,26.0,33,82,310.0,31,10.0,18.0,20.0,2.0,13.0,4,10,26,130,10.0,17
14716,0.0,147462,137,60.0,0,S,2,20,H,F,4.0,1,P,0,4.0,1639,377,79,17675,0,28,22,50,1,1,S,2,0.182,15.0,0.14300000000000002,10.0,2,1,23.0,17,37,132.0,14,9.43,20.0,25.0,5.0,25.0,4,7,18,126,9.43,7
14717,30.0,147464,17,64.0,0,S,1,13,H,M,5.0,0,B,9,5.0,2287,600,86,24286,0,30,14,43,0,0,F,1,0.2,20.0,0.5,20.0,1,1,17.0,5,13,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,17,17,20.0,1
14718,0.0,147469,29,60.0,0,S,1,13,H,M,6.0,0,P,0,5.0,5705,837,95,31308,0,26,31,26,1,0,A,4,0.364,8.0,0.5,8.33,4,3,15.0,10,23,38.0,5,7.6,5.0,10.0,5.0,7.0,6,13,15,28,7.6,3
14719,12.0,147484,89,81.0,0,S,1,13,H,M,4.0,1,B,2,9.0,5439,984,94,42403,0,30,14,43,0,0,A,2,0.1,12.0,0.0,0.0,2,0,18.0,23,57,110.0,9,12.22,5.0,15.0,10.0,12.0,6,13,18,82,12.22,2
14720,10.0,147508,29,60.0,0,S,2,20,H,F,5.0,0,P,0,5.0,2352,363,63,18059,1,34,27,40,0,0,A,1,0.133,15.0,0.16699999999999998,10.0,2,1,19.0,9,23,30.0,2,15.0,10.0,20.0,10.0,20.0,4,10,19,33,15.0,1
14721,20.0,147529,113,59.0,0,S,1,11,H,F,7.0,0,B,7,6.0,279,154,60,5922,2,21,41,25,1,0,A,1,0.105,27.5,0.1,30.0,2,1,25.0,24,55,200.0,8,25.0,10.0,30.0,20.0,25.0,6,13,25,104,25.0,4
14722,0.0,147544,17,60.0,0,S,2,20,U,F,5.0,0,M,0,5.0,2680,345,36,19124,0,29,16,35,0,0,F,1,0.14300000000000002,15.0,0.33299999999999996,15.0,1,1,21.0,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,3,8,21,21,15.0,1
14723,0.0,147560,65,60.0,0,S,1,11,U,F,5.0,0,M,0,5.0,3300,413,51,23034,0,15,24,35,0,0,A,3,0.111,8.5,0.14300000000000002,10.0,2,1,18.0,16,42,44.0,6,7.33,5.0,10.0,5.0,7.0,6,12,18,56,7.33,3
14724,0.0,147576,17,60.0,0,U,1,01,U,F,5.0,0,M,0,5.0,3500,385,26,23292,0,33,18,55,0,0,F,1,0.2,20.0,0.0,0.0,1,0,16.0,6,14,20.0,1,20.0,0.0,20.0,20.0,20.0,5,12,16,16,20.0,0
14725,0.0,147587,29,58.0,0,U,1,03,H,M,5.0,1,B,1,5.0,3644,417,49,23709,0,14,16,38,0,0,A,1,0.14300000000000002,25.0,0.14300000000000002,25.0,2,1,19.0,11,24,50.0,2,25.0,0.0,25.0,25.0,25.0,6,13,19,29,25.0,1
14726,0.0,147592,41,60.0,0,U,1,03,U,F,5.0,0,M,0,8.0,3644,417,49,23709,0,14,16,38,0,0,A,2,0.125,27.5,0.0,0.0,2,0,15.0,12,31,65.0,3,21.67,25.0,35.0,10.0,35.0,5,12,15,44,21.67,0
14727,0.0,147597,77,60.0,0,U,1,02,H,M,6.0,1,P,0,9.0,3397,663,91,18859,0,40,41,22,1,1,S,2,0.158,13.0,0.1,13.0,3,1,16.0,22,60,170.0,15,11.33,8.0,13.0,5.0,13.0,6,14,16,68,11.33,8
14728,5.0,147600,77,60.0,0,U,1,03,U,F,5.0,0,M,0,5.0,3514,671,91,30696,0,8,38,24,0,0,A,3,0.158,6.0,0.222,7.5,3,2,16.0,20,50,47.0,9,5.22,7.0,10.0,3.0,10.0,6,15,16,66,5.22,4
14729,0.0,147614,29,60.0,0,U,4,10,U,U,5.0,0,M,0,5.0,4155,454,57,28357,0,0,0,0,0,0,A,2,0.231,15.33,0.28600000000000003,13.0,3,2,18.0,11,23,46.0,3,15.33,10.0,20.0,10.0,20.0,6,13,18,30,15.33,2
14730,0.0,147617,41,60.0,0,U,4,10,U,U,5.0,0,M,0,5.0,641,270,52,11135,0,0,0,0,0,0,A,2,0.125,27.5,0.0,0.0,2,0,15.0,12,29,75.0,3,25.0,45.0,50.0,5.0,5.0,6,13,15,38,25.0,1
14731,0.0,147629,41,53.0,0,S,2,20,H,F,6.0,1,B,16,5.0,2219,448,71,19911,0,26,27,27,1,1,S,4,0.28600000000000003,10.83,0.2,11.0,6,2,15.0,15,37,90.0,9,10.0,10.0,15.0,5.0,12.0,6,13,15,40,10.0,3
14732,0.0,147634,65,60.0,0,S,2,20,U,F,5.0,0,M,0,5.0,2302,313,56,18199,0,29,20,52,0,0,A,3,0.188,10.67,0.16699999999999998,10.0,3,1,18.0,14,36,52.0,5,10.4,2.0,12.0,10.0,12.0,6,12,18,57,10.4,2
14733,11.0,147636,65,81.0,0,S,2,18,H,M,3.0,1,B,0,5.0,1859,420,62,12512,0,23,22,35,1,1,S,4,0.263,5.0,0.222,5.0,5,2,17.0,18,43,47.0,11,4.27,2.0,5.0,3.0,5.0,6,12,17,56,4.27,3
14734,10.0,147641,77,84.0,0,S,2,20,U,F,5.0,0,M,0,6.0,2302,313,56,18199,0,29,20,52,1,1,S,4,0.33299999999999996,8.5,0.5,8.4,6,5,19.0,20,48,107.0,15,7.13,6.0,11.0,5.0,10.0,4,9,19,75,7.13,10
14735,0.0,147643,77,53.0,0,S,2,18,H,U,5.0,0,B,1,7.0,2199,511,85,19764,0,27,43,25,1,0,A,2,0.3,10.5,0.455,10.4,6,5,25.0,21,50,87.0,10,8.7,12.0,15.0,3.0,15.0,6,12,25,76,8.7,7
14736,0.0,147649,29,60.0,0,S,1,12,U,F,5.0,0,M,0,5.0,3169,562,86,23898,0,33,54,5,0,0,A,1,0.14300000000000002,60.0,0.28600000000000003,60.0,2,2,23.0,11,25,120.0,2,60.0,80.0,100.0,20.0,20.0,6,14,23,30,60.0,2
14737,0.0,147676,29,67.0,0,S,1,15,H,M,7.0,1,P,0,5.0,2823,295,8,25654,0,19,27,50,0,0,A,1,0.17600000000000002,10.0,0.25,7.5,3,2,18.0,11,26,30.0,3,10.0,10.0,15.0,5.0,15.0,4,10,18,33,10.0,2
14738,0.0,147681,113,60.0,0,S,1,15,U,F,2.0,0,P,0,6.0,2250,370,26,27223,1,20,32,35,1,14,A,1,0.048,15.0,0.0,0.0,1,0,26.0,27,71,217.0,18,12.06,15.0,20.0,5.0,15.0,5,10,26,105,12.06,12
14739,0.0,147687,17,64.0,0,C,3,32,H,M,1.0,0,B,0,5.0,1361,189,70,7516,0,15,63,27,0,0,F,1,0.2,25.0,0.0,0.0,1,0,16.0,6,14,25.0,1,25.0,0.0,25.0,25.0,25.0,5,12,16,16,25.0,0
14740,0.0,147690,29,60.0,0,C,3,31,U,F,5.0,0,M,0,5.0,1423,214,19,7820,0,8,12,31,0,0,F,1,0.16699999999999998,15.0,0.33299999999999996,15.0,1,1,19.0,6,14,15.0,1,15.0,0.0,15.0,15.0,15.0,4,10,19,19,15.0,1
14741,0.0,147692,29,17.0,0,S,1,13,H,M,7.0,1,B,4,5.0,1319,328,64,17501,0,34,18,49,1,3,A,1,0.188,12.0,0.375,12.0,3,3,21.0,11,27,36.0,3,12.0,6.0,16.0,10.0,16.0,4,10,21,33,12.0,3
14742,0.0,147717,41,60.0,0,S,2,19,H,U,6.0,0,P,0,5.0,2057,272,49,10733,1,16,29,17,0,0,A,3,0.19,7.25,0.2,8.0,4,2,17.0,16,37,43.0,7,6.14,7.0,10.0,3.0,10.0,6,12,17,41,6.14,3
14743,0.0,147720,41,75.0,0,S,2,19,H,F,5.0,0,P,0,5.0,1750,397,72,13443,0,23,32,35,0,0,A,1,0.1,17.5,0.0,0.0,2,0,18.0,14,33,45.0,3,15.0,10.0,20.0,10.0,20.0,6,12,18,41,15.0,1
14744,0.0,147726,41,43.0,0,S,1,13,H,M,7.0,1,B,2,4.0,3005,348,65,18396,0,26,12,50,0,0,A,1,0.0,0.0,0.0,0.0,0,0,18.0,11,31,35.0,2,17.5,5.0,20.0,15.0,20.0,4,9,25,44,17.5,0
14745,0.0,147727,65,51.0,0,S,1,13,H,F,7.0,1,B,1,8.0,3302,533,69,22291,2,20,21,46,1,0,A,2,0.095,25.0,0.1,25.0,2,1,22.0,20,47,144.0,7,20.57,10.0,25.0,15.0,25.0,6,13,22,56,20.57,5
14746,13.0,147747,137,77.0,0,S,1,13,H,F,5.0,0,P,0,4.0,3005,348,65,18396,0,26,12,50,1,1,S,2,0.158,13.0,0.2,13.0,3,2,20.0,32,70,161.0,17,9.47,9.0,14.0,5.0,14.0,6,13,20,127,9.47,11
14747,25.0,147753,41,70.0,0,S,1,13,H,F,3.0,1,B,13,5.0,4778,792,90,35530,0,32,24,28,0,0,A,2,0.1,21.0,0.222,21.0,2,2,21.0,15,33,77.0,4,19.25,15.0,25.0,10.0,23.0,7,13,21,36,19.25,3
14748,25.0,147758,41,60.0,0,U,1,02,U,F,5.0,0,M,0,9.0,5643,772,77,55164,0,43,16,62,1,0,A,3,0.21100000000000002,15.0,0.33299999999999996,13.33,4,3,16.0,15,41,80.0,6,13.33,10.0,20.0,10.0,10.0,6,16,16,44,13.33,4
14749,0.0,147768,113,57.0,0,S,1,13,H,F,7.0,0,P,0,5.0,5323,907,96,39701,0,37,25,42,0,0,A,3,0.158,9.67,0.111,11.0,3,1,15.0,24,58,74.0,9,8.22,11.0,15.0,4.0,11.0,6,13,15,103,8.22,4
14750,0.0,147777,17,45.0,0,S,1,11,U,M,1.0,0,P,0,5.0,4348,413,49,27396,0,18,27,32,0,0,F,1,0.2,25.0,0.5,25.0,1,1,18.0,6,14,25.0,1,25.0,0.0,25.0,25.0,25.0,5,12,18,18,25.0,1
14751,0.0,147782,77,60.0,0,S,1,15,U,U,5.0,0,M,0,5.0,2179,310,33,20538,1,12,6,46,0,0,A,1,0.091,20.0,0.0,0.0,1,0,25.0,11,26,49.0,4,12.25,15.0,20.0,5.0,20.0,4,9,25,75,12.25,3
14752,0.0,147785,65,42.0,0,S,1,11,U,F,3.0,0,M,0,9.0,4932,483,67,24470,0,10,34,48,1,1,S,2,0.136,11.67,0.091,12.0,3,1,25.0,21,51,97.0,10,9.7,10.0,13.0,3.0,10.0,6,13,17,65,9.7,2
14753,0.0,147801,137,85.0,0,S,1,13,H,M,3.0,1,B,3,8.0,4904,587,70,36291,0,26,29,44,1,0,A,1,0.063,14.0,0.16699999999999998,14.0,1,1,18.0,29,70,123.0,17,7.24,9.0,14.0,5.0,14.0,4,11,18,129,7.24,9
14754,0.0,147804,17,57.0,0,C,1,24,H,F,7.0,0,P,0,5.0,3694,421,77,28021,1,28,38,24,0,0,F,1,0.2,25.0,0.5,25.0,1,1,17.0,6,14,25.0,1,25.0,0.0,25.0,25.0,25.0,5,11,17,17,25.0,1
14755,0.0,147820,29,60.0,0,S,1,12,U,F,5.0,0,M,0,5.0,2250,227,24,12706,0,11,45,19,0,0,A,1,0.154,12.5,0.0,0.0,2,0,18.0,8,22,25.0,2,12.5,15.0,20.0,5.0,20.0,4,11,18,32,12.5,0
14756,20.0,147835,65,60.0,0,C,1,24,U,F,5.0,0,P,0,8.0,3694,421,77,28021,1,28,38,24,1,0,A,2,0.3,34.17,0.364,26.25,6,4,20.0,19,45,290.0,9,32.22,25.0,50.0,25.0,50.0,6,13,20,54,32.22,5
14757,20.0,147838,65,67.0,0,S,1,13,H,F,6.0,0,P,0,8.0,3738,534,75,26455,0,28,11,62,1,1,S,2,0.15,19.33,0.111,20.0,3,1,17.0,21,55,128.0,8,16.0,10.0,20.0,10.0,20.0,6,13,17,62,16.0,5
14758,0.0,147839,65,55.0,0,S,1,12,H,F,6.0,1,P,0,7.0,2424,455,82,16458,0,26,16,43,0,0,A,1,0.053,15.0,0.111,15.0,1,1,17.0,18,49,62.0,5,12.4,5.0,15.0,10.0,15.0,6,12,17,63,12.4,3
14759,100.0,147841,77,80.0,0,S,1,13,H,F,6.0,0,P,0,9.0,5626,1023,94,62324,0,30,23,51,0,0,A,2,0.15,58.33,0.182,75.0,3,2,24.0,24,54,246.0,8,30.75,95.0,100.0,5.0,50.0,6,12,24,69,30.75,4
14760,0.0,147846,101,57.0,0,S,1,13,H,F,4.0,0,P,0,9.0,5626,1023,94,62324,0,30,23,51,0,0,A,1,0.071,20.0,0.0,0.0,1,0,23.0,16,44,47.0,4,11.75,18.0,20.0,2.0,20.0,4,10,23,94,11.75,2
14761,15.0,147855,125,80.0,0,S,1,13,H,M,6.0,1,B,2,9.0,4548,786,95,33442,0,29,13,57,1,1,S,2,0.188,11.67,0.25,12.5,3,2,17.0,28,69,230.0,23,10.0,10.0,13.0,3.0,12.0,4,7,17,125,10.0,15
14762,0.0,147857,125,79.0,0,S,1,13,H,M,6.0,1,B,40,8.0,2132,366,30,20044,0,35,23,58,0,0,A,1,0.045,17.0,0.0,0.0,1,0,17.0,32,70,137.0,11,12.45,12.0,17.0,5.0,17.0,6,13,17,125,12.45,5
14763,0.0,147878,77,51.0,0,S,1,13,H,F,6.0,0,P,0,9.0,5953,1500,95,93365,0,41,5,55,1,1,S,2,0.15,16.0,0.0,0.0,3,0,19.0,20,52,77.0,6,12.83,15.0,20.0,5.0,20.0,6,13,19,75,12.83,3
14764,0.0,147903,53,60.0,0,S,2,17,U,M,5.0,0,M,0,5.0,2563,364,24,15272,0,24,39,17,0,0,A,1,0.14300000000000002,20.0,0.0,0.0,2,0,18.0,11,29,45.0,3,15.0,20.0,25.0,5.0,25.0,4,8,18,53,15.0,1
14765,50.0,147904,77,82.0,0,S,1,13,H,F,6.0,0,P,0,9.0,4984,630,96,27747,0,25,19,45,0,0,A,1,0.17600000000000002,15.0,0.33299999999999996,15.0,3,3,24.0,15,36,85.0,7,12.14,11.0,16.0,5.0,16.0,4,7,24,65,12.14,5
14766,0.0,147913,17,60.0,0,S,1,12,U,M,5.0,0,M,0,5.0,4384,364,39,21900,0,28,29,47,0,0,F,1,0.2,20.0,0.5,20.0,1,1,17.0,5,14,20.0,1,20.0,0.0,20.0,20.0,20.0,4,11,17,17,20.0,1
14767,0.0,147916,29,60.0,0,U,1,03,U,F,5.0,0,M,0,5.0,2042,409,61,13158,2,24,4,52,0,0,A,4,0.267,10.0,0.375,11.67,4,3,17.0,12,31,51.0,6,8.5,10.0,15.0,5.0,10.0,6,15,17,29,8.5,3
14768,0.0,147917,29,61.0,0,U,1,03,H,M,5.0,0,P,0,5.0,3186,386,42,23152,2,24,4,52,0,0,A,1,0.14300000000000002,15.0,0.16699999999999998,5.0,2,1,17.0,10,23,30.0,2,15.0,20.0,25.0,5.0,25.0,6,13,17,30,15.0,1
14769,10.0,147928,77,82.0,0,S,1,13,H,F,7.0,1,P,0,9.0,5501,817,95,41734,0,22,12,52,0,0,A,3,0.188,10.67,0.0,0.0,3,0,15.0,19,53,97.0,8,12.13,15.0,25.0,10.0,10.0,6,14,15,75,12.13,2
14770,0.0,147930,89,77.0,0,S,1,11,H,F,4.0,0,B,7,5.0,1250,318,27,20979,0,27,14,28,0,0,A,3,0.16699999999999998,8.0,0.25,10.0,2,1,20.0,15,42,39.0,6,6.5,5.0,10.0,5.0,6.0,5,11,18,78,6.5,3
14771,5.0,147936,113,7.0,0,U,1,01,H,M,5.0,1,B,10,5.0,3511,373,32,23187,0,20,13,37,1,0,A,3,0.35700000000000004,6.8,0.28600000000000003,7.0,5,2,15.0,23,51,82.0,15,5.47,5.0,8.0,3.0,7.0,5,11,15,105,5.47,5
14772,5.0,147956,53,53.0,0,U,3,09,H,F,5.0,1,B,11,5.0,2481,226,7,8369,0,10,15,36,0,0,A,3,0.16699999999999998,12.5,0.16699999999999998,15.0,2,1,15.0,12,33,55.0,6,9.17,10.0,15.0,5.0,10.0,5,10,15,53,9.17,3
14773,0.0,147960,137,75.0,0,U,2,04,H,F,1.0,0,B,14,0.0,2688,154,7,12156,0,25,38,31,1,0,A,1,0.105,23.5,0.0,0.0,2,0,19.0,31,72,233.0,14,16.64,15.0,25.0,10.0,25.0,6,13,19,126,16.64,9
14774,0.0,147964,17,60.0,0,U,3,09,U,F,5.0,0,M,0,5.0,2841,339,28,14937,0,22,16,65,0,0,N,3,0.25,10.0,0.25,15.0,2,1,16.0,8,21,25.0,3,8.33,10.0,15.0,5.0,5.0,6,15,16,21,8.33,2
14775,0.0,147989,137,81.0,0,U,2,07,H,M,5.0,1,B,18,5.0,1845,251,13,9282,0,8,23,27,1,13,A,1,0.077,10.0,0.0,0.0,1,0,17.0,26,69,171.0,22,7.77,9.0,12.0,3.0,10.0,4,10,17,126,7.77,15
14776,0.0,148015,65,42.0,0,U,1,01,H,F,6.0,1,P,0,6.0,2000,391,35,25905,0,16,27,32,1,17,A,1,0.059000000000000004,20.0,0.14300000000000002,20.0,1,1,21.0,17,46,66.0,6,11.0,15.0,20.0,5.0,20.0,4,10,21,57,11.0,4
14777,10.0,148022,89,51.0,0,U,2,04,H,F,5.0,0,B,3,3.0,2098,305,12,13564,2,12,15,40,1,1,S,2,0.14300000000000002,10.0,0.2,10.0,3,2,16.0,23,61,79.0,13,6.08,7.0,10.0,3.0,10.0,6,14,16,86,6.08,7
